employee_index,employee_id,predicted_attrition,attrition_probability,actual_attrition,title,tenure_years,total_training_cost,age,division,department_type,business_unit,avg_rating,avg_wlb,state,avg_engagement,race_desc,avg_satisfaction,avg_training_days,marital_desc,start_date_key,survey_date_key,training_date_key
163,3616,0,0.3706117381198638,0,22,3.6684931506849314,134.93,41,9,3,7,4.0,1.0,10,1.0,2,1.0,4.0,1,20220212.0,20230804.0,20230130.0
164,3617,0,0.2209221613224174,0,22,2.6986301369863015,531.1,62,23,3,2,1.0,3.0,10,2.0,2,3.0,5.0,1,20230201.0,20230226.0,20230409.0
165,3618,0,0.1773516663980813,0,22,2.6904109589041094,609.3,79,19,3,3,3.0,5.0,10,3.0,1,4.0,3.0,1,20230204.0,20221206.0,20221226.0
166,3619,0,0.28535681684159614,0,22,2.5616438356164384,656.68,39,9,3,8,3.0,2.0,10,1.0,0,5.0,2.0,1,20230323.0,20230430.0,20221110.0
167,3620,0,0.1391982595405848,0,22,2.5643835616438357,654.22,29,10,3,6,2.0,2.0,10,1.0,2,2.0,3.0,1,20230322.0,20220829.0,20221220.0
168,3621,0,0.25398955636517695,0,22,6.879452054794521,879.89,21,22,3,9,2.0,2.0,10,2.0,4,3.0,3.0,1,20181128.0,20230623.0,20230715.0
169,3622,0,0.42685328457952565,0,23,5.265753424657534,977.23,25,6,3,7,3.0,5.0,10,3.0,2,1.0,1.0,0,20200709.0,20230726.0,20230511.0
170,3623,1,0.4933850189348062,0,23,6.673972602739726,763.37,61,4,3,2,3.0,5.0,10,2.0,0,2.0,2.0,0,20190211.0,20221204.0,20230803.0
171,3624,0,0.34293908207676443,0,23,5.764383561643836,962.13,24,20,3,3,4.0,2.0,10,2.0,0,2.0,5.0,1,20200109.0,20230109.0,20230405.0
172,3625,0,0.35761951675957837,1,23,3.9232876712328766,617.27,46,4,3,8,5.0,4.0,10,5.0,0,2.0,2.0,2,20211111.0,20220828.0,20230326.0
173,3626,0,0.32249923102175004,0,23,4.416438356164384,559.78,28,6,3,6,2.0,1.0,10,2.0,0,5.0,2.0,2,20210515.0,20230224.0,20220925.0
174,3627,1,0.5264824927021777,1,23,6.1506849315068495,113.89,52,6,3,9,3.0,4.0,10,1.0,1,1.0,5.0,1,20190821.0,20230129.0,20220830.0
175,3628,0,0.3861798227309702,0,23,5.071232876712329,858.62,74,4,3,4,3.0,1.0,10,4.0,2,3.0,4.0,1,20200918.0,20230527.0,20220925.0
176,3629,1,0.6097182835428072,1,22,3.1315068493150684,343.76,39,6,3,4,5.0,4.0,10,2.0,1,4.0,1.0,0,20220827.0,20221118.0,20230730.0
177,3630,1,0.46281800472478607,0,22,6.641095890410959,507.58,54,6,3,3,5.0,2.0,10,5.0,3,3.0,5.0,3,20190223.0,20221019.0,20220924.0
178,3631,0,0.29484026605520025,0,22,3.1835616438356165,691.12,75,23,3,2,3.0,5.0,10,4.0,3,1.0,1.0,0,20220808.0,20230210.0,20230410.0
179,3632,0,0.25776741471556025,0,22,3.0547945205479454,174.85,77,6,3,1,3.0,5.0,10,3.0,0,4.0,2.0,1,20220924.0,20230227.0,20230623.0
180,3633,0,0.39446840818545853,0,22,3.5671232876712327,699.39,35,0,3,0,5.0,4.0,10,4.0,2,4.0,3.0,2,20220321.0,20221104.0,20221201.0
181,3634,0,0.3084147440254,0,22,2.3095890410958906,254.68,61,11,3,6,5.0,2.0,10,2.0,3,5.0,3.0,1,20230623.0,20230625.0,20220915.0
182,3635,0,0.2643038568023852,0,22,4.967123287671233,534.55,42,24,3,9,4.0,4.0,10,1.0,2,5.0,2.0,2,20201026.0,20221007.0,20230613.0
183,3637,0,0.3287055787502574,0,22,3.4767123287671233,977.23,27,0,3,5,3.0,3.0,10,2.0,0,1.0,4.0,0,20220423.0,20230507.0,20230321.0
184,3638,0,0.2832603514956265,0,22,2.3315068493150686,370.79,45,6,3,0,3.0,1.0,10,4.0,2,5.0,3.0,2,20230615.0,20230515.0,20230101.0
185,3640,0,0.2834117561637966,0,22,2.767123287671233,699.48,23,6,3,7,3.0,2.0,10,2.0,0,1.0,1.0,0,20230107.0,20230725.0,20230131.0
186,3643,0,0.4433833248614863,0,22,5.495890410958904,712.43,59,2,3,8,3.0,3.0,10,1.0,0,5.0,4.0,2,20200416.0,20230618.0,20230327.0
187,3644,0,0.3639146777804458,0,22,3.328767123287671,504.66,36,6,3,6,3.0,4.0,10,4.0,1,4.0,1.0,1,20220616.0,20221111.0,20230206.0
188,3645,0,0.4143940393263549,0,22,6.232876712328767,398.36,42,9,3,9,3.0,3.0,10,1.0,0,3.0,5.0,2,20190722.0,20230608.0,20230506.0
189,3646,0,0.2669602235512343,0,23,2.4794520547945207,533.61,55,19,3,7,3.0,4.0,10,5.0,2,4.0,4.0,3,20230422.0,20230730.0,20230722.0
190,3647,1,0.6868604803865637,1,23,4.794520547945205,199.55,54,4,3,2,3.0,4.0,10,2.0,1,4.0,4.0,2,20201228.0,20221228.0,20220810.0
191,3648,0,0.4201006453609644,0,23,3.638356164383562,325.78,74,0,3,3,4.0,5.0,10,3.0,3,3.0,2.0,0,20220223.0,20220928.0,20230226.0
192,3649,1,0.46695044902626365,0,23,3.16986301369863,336.33,54,6,3,8,4.0,2.0,10,1.0,4,2.0,4.0,1,20220813.0,20220908.0,20221218.0
193,3650,1,0.6744894823471774,1,23,6.032876712328767,242.71,28,6,3,6,3.0,4.0,10,3.0,4,2.0,4.0,0,20191003.0,20230630.0,20230109.0
194,3651,0,0.4171731494753184,0,23,6.002739726027397,651.28,28,9,3,9,3.0,1.0,10,1.0,4,4.0,4.0,2,20191014.0,20221025.0,20230514.0
195,3652,1,0.6103086719123513,1,22,6.126027397260274,962.45,73,6,3,4,3.0,2.0,10,1.0,3,5.0,3.0,1,20190830.0,20220901.0,20230131.0
196,3653,1,0.5718972846068063,1,22,4.69041095890411,791.72,26,9,3,5,3.0,3.0,10,4.0,0,4.0,1.0,3,20210204.0,20230531.0,20230120.0
197,3654,0,0.3447329392719145,0,22,2.8904109589041096,553.86,27,0,3,6,4.0,1.0,10,2.0,0,4.0,4.0,0,20221123.0,20230102.0,20230411.0
198,3655,0,0.2603957021761578,0,22,2.632876712328767,735.72,25,4,3,7,3.0,1.0,10,1.0,0,5.0,1.0,1,20230225.0,20230405.0,20230104.0
199,3656,0,0.266695033938011,0,22,5.832876712328767,867.03,18,21,3,8,5.0,2.0,10,5.0,2,3.0,4.0,0,20191215.0,20221114.0,20230614.0
200,3657,0,0.36315979333624654,0,22,4.126027397260274,710.14,29,9,3,9,4.0,4.0,10,4.0,1,2.0,1.0,2,20210829.0,20230326.0,20230526.0
201,3658,0,0.2604150454782032,0,22,2.9424657534246577,799.88,56,14,3,0,3.0,2.0,10,5.0,1,4.0,2.0,0,20221104.0,20230802.0,20220818.0
202,3659,0,0.2743685404627384,0,22,6.035616438356165,242.87,30,6,3,1,1.0,5.0,10,3.0,3,1.0,5.0,0,20191002.0,20220826.0,20230127.0
203,3660,0,0.3799497973324917,0,22,6.394520547945206,849.77,45,6,3,2,3.0,4.0,10,3.0,2,2.0,4.0,2,20190524.0,20220830.0,20230519.0
204,3661,0,0.2773173005232368,0,22,3.6246575342465754,471.5,70,5,3,3,3.0,5.0,10,3.0,0,2.0,2.0,1,20220228.0,20230706.0,20230506.0
205,3662,0,0.3022603239374948,0,22,2.336986301369863,535.93,50,23,3,4,2.0,3.0,10,3.0,3,5.0,1.0,1,20230613.0,20230714.0,20230520.0
206,3665,1,0.48048726213033405,0,22,5.895890410958904,752.33,34,6,3,7,3.0,1.0,10,5.0,0,2.0,3.0,1,20191122.0,20230302.0,20230109.0
207,3666,0,0.3862264517328,0,22,3.4602739726027396,343.52,66,6,3,8,3.0,1.0,10,5.0,2,2.0,3.0,2,20220429.0,20230426.0,20230802.0
208,3667,0,0.22925883959896562,0,22,2.841095890410959,860.31,24,1,3,9,3.0,2.0,10,1.0,1,1.0,3.0,2,20221211.0,20221118.0,20230203.0
209,3668,0,0.21541706369922803,0,22,2.1890410958904107,265.55,27,21,3,0,3.0,1.0,10,1.0,0,5.0,4.0,3,20230806.0,20230629.0,20221128.0
210,3669,0,0.412947227831052,1,22,5.5479452054794525,183.85,53,8,3,1,3.0,4.0,10,4.0,1,2.0,1.0,3,20200328.0,20230411.0,20230803.0
211,3670,0,0.4050825667342389,0,23,3.175342465753425,942.09,53,1,3,7,3.0,3.0,10,2.0,2,2.0,5.0,3,20220811.0,20220816.0,20220925.0
212,3671,0,0.38842943124665774,1,23,2.7150684931506848,381.94,34,19,3,2,3.0,5.0,10,3.0,0,4.0,4.0,0,20230126.0,20230110.0,20230120.0
213,3672,0,0.43744442023588126,0,23,6.750684931506849,358.73,28,9,3,3,3.0,4.0,10,3.0,0,2.0,1.0,0,20190114.0,20221130.0,20220829.0
214,3673,0,0.43620764420136315,1,23,3.3424657534246576,578.02,49,13,3,8,3.0,1.0,10,3.0,3,3.0,3.0,3,20220611.0,20230608.0,20230321.0
215,3674,1,0.695666102470761,1,23,5.304109589041096,223.29,24,4,3,0,3.0,3.0,10,4.0,3,4.0,2.0,2,20200625.0,20230402.0,20221108.0
216,3675,0,0.2679109441219191,0,23,5.35068493150685,992.37,68,4,3,1,3.0,2.0,10,5.0,2,3.0,5.0,0,20200608.0,20230505.0,20220907.0
217,3676,0,0.30696080208832355,0,22,7.1287671232876715,113.48,25,24,3,0,3.0,1.0,10,3.0,1,4.0,5.0,0,20180829.0,20220907.0,20230210.0
218,3677,0,0.26918813785671025,0,22,3.0356164383561643,882.2,62,6,3,1,3.0,5.0,10,3.0,2,5.0,4.0,2,20221001.0,20230725.0,20221005.0
219,3678,0,0.40598523277816767,0,22,4.23013698630137,288.16,22,10,3,7,3.0,4.0,10,3.0,0,4.0,2.0,2,20210722.0,20221120.0,20220906.0
220,3679,0,0.3230938201335624,0,22,5.835616438356165,815.52,30,4,3,2,3.0,5.0,10,4.0,0,2.0,1.0,0,20191214.0,20221026.0,20230116.0
221,3680,0,0.25746682964695355,0,22,5.550684931506849,461.06,35,21,3,3,3.0,3.0,10,3.0,3,2.0,4.0,0,20200327.0,20230423.0,20230515.0
222,3681,0,0.3434930711973535,0,22,3.884931506849315,580.16,45,4,3,8,3.0,5.0,10,5.0,1,2.0,2.0,3,20211125.0,20220813.0,20230322.0
223,3682,0,0.18055181147135269,0,22,2.2684931506849315,336.69,80,6,3,6,4.0,3.0,10,3.0,1,3.0,3.0,2,20230708.0,20230730.0,20221017.0
224,3683,0,0.2918480355880629,0,22,3.947945205479452,990.69,65,8,3,9,3.0,5.0,10,2.0,3,1.0,1.0,0,20211102.0,20221025.0,20221228.0
225,3684,0,0.38210700587175006,0,22,5.8712328767123285,939.39,65,6,3,4,3.0,3.0,10,5.0,2,5.0,2.0,3,20191201.0,20230416.0,20221029.0
226,3685,0,0.4079722730695232,0,22,3.1616438356164385,941.12,36,14,3,5,3.0,4.0,10,4.0,0,3.0,1.0,3,20220816.0,20230103.0,20230106.0
227,3687,0,0.320203198321228,0,22,6.413698630136986,614.53,75,6,3,1,1.0,5.0,10,2.0,4,4.0,3.0,0,20190517.0,20220902.0,20221226.0
228,3689,0,0.37610023152205124,0,22,4.2465753424657535,734.94,61,6,3,2,3.0,3.0,10,4.0,0,4.0,1.0,1,20210716.0,20220817.0,20230225.0
229,3690,0,0.23089909524306979,0,22,5.1945205479452055,589.5,70,24,3,3,3.0,5.0,10,4.0,4,3.0,5.0,2,20200804.0,20230531.0,20230403.0
230,3691,0,0.2230435055412546,0,22,4.890410958904109,311.28,27,8,3,8,1.0,5.0,10,1.0,0,1.0,3.0,2,20201123.0,20221207.0,20230306.0
231,3692,0,0.4214706802211291,0,22,5.926027397260274,671.88,40,0,3,6,3.0,3.0,10,4.0,1,5.0,5.0,3,20191111.0,20230217.0,20230329.0
232,3693,0,0.3735212236255676,0,23,6.405479452054794,861.5,42,14,3,7,2.0,1.0,10,3.0,4,1.0,1.0,1,20190520.0,20230409.0,20230124.0
233,3694,1,0.6359859637792156,1,23,5.942465753424657,649.18,58,6,3,2,4.0,5.0,10,3.0,2,3.0,2.0,1,20191105.0,20230320.0,20230519.0
234,3695,1,0.4712024335533501,1,23,7.068493150684931,492.2,29,2,3,3,4.0,4.0,10,1.0,2,1.0,4.0,0,20180920.0,20220828.0,20230108.0
235,3696,0,0.4025611524224032,1,23,5.115068493150685,299.59,31,22,3,8,3.0,2.0,10,2.0,2,1.0,2.0,3,20200902.0,20221201.0,20230113.0
236,3697,0,0.4207469806407211,0,23,5.295890410958904,982.33,28,6,3,6,4.0,1.0,10,3.0,3,4.0,2.0,2,20200628.0,20230720.0,20230424.0
237,3698,0,0.36974808834150513,0,23,2.5643835616438357,830.36,39,2,3,9,3.0,4.0,10,2.0,2,5.0,2.0,1,20230322.0,20230119.0,20221224.0
238,3699,1,0.5280538041109427,1,22,3.1232876712328768,973.34,45,4,3,6,2.0,3.0,10,2.0,0,4.0,1.0,0,20220830.0,20230621.0,20220819.0
239,3700,0,0.18485377615496548,0,22,5.975342465753425,667.34,31,23,3,5,1.0,1.0,10,4.0,2,1.0,4.0,0,20191024.0,20230118.0,20230225.0
240,3701,0,0.25243435507538836,0,22,5.931506849315069,480.17,71,18,3,4,2.0,4.0,10,4.0,3,1.0,4.0,2,20191109.0,20230610.0,20220821.0
241,3702,1,0.4881575165470482,0,22,6.257534246575342,346.28,43,0,3,3,3.0,1.0,10,2.0,0,4.0,3.0,2,20190713.0,20230224.0,20230215.0
242,3703,0,0.3314785680514822,0,22,5.120547945205479,121.45,69,4,3,2,4.0,5.0,10,5.0,4,5.0,3.0,3,20200831.0,20230602.0,20221227.0
243,3704,0,0.37568346951613335,0,22,6.720547945205479,669.3,43,6,3,1,5.0,5.0,10,2.0,0,4.0,2.0,1,20190125.0,20230707.0,20221007.0
244,3705,0,0.4303315610108943,0,22,4.895890410958904,983.59,53,11,3,0,3.0,4.0,10,3.0,4,1.0,5.0,2,20201121.0,20230525.0,20230417.0
245,3706,0,0.4086380394145428,0,22,6.06027397260274,304.9,45,6,3,9,3.0,4.0,10,2.0,4,1.0,1.0,0,20190923.0,20230717.0,20230607.0
246,3707,0,0.24417460503462163,0,22,2.841095890410959,778.72,27,4,3,8,3.0,4.0,10,3.0,0,2.0,3.0,0,20221211.0,20230324.0,20221224.0
247,3708,0,0.39147336716927833,0,22,5.147945205479452,136.15,46,7,3,7,4.0,2.0,10,5.0,1,5.0,4.0,1,20200821.0,20220821.0,20230103.0
248,3709,0,0.31260393846596946,0,22,6.693150684931507,339.84,50,19,3,6,5.0,3.0,10,3.0,1,5.0,4.0,0,20190204.0,20230508.0,20230407.0
249,3710,0,0.3216492122367262,0,22,3.958904109589041,791.78,61,0,3,5,1.0,3.0,10,5.0,2,5.0,1.0,2,20211029.0,20230228.0,20230602.0
250,3711,0,0.2987175761785773,0,22,4.243835616438356,853.26,40,8,3,4,1.0,3.0,10,4.0,1,3.0,5.0,2,20210717.0,20221214.0,20221019.0
251,3713,0,0.42889685288710766,0,22,5.232876712328767,235.82,35,11,3,2,3.0,1.0,10,3.0,2,4.0,5.0,3,20200721.0,20221030.0,20230517.0
252,3714,0,0.43125610130377806,0,22,5.736986301369863,448.57,55,6,3,1,4.0,2.0,10,3.0,4,5.0,5.0,1,20200119.0,20230721.0,20230518.0
253,3715,1,0.4534539512188717,0,22,4.087671232876712,572.56,45,14,3,0,4.0,4.0,10,1.0,1,1.0,3.0,3,20210912.0,20230520.0,20230111.0
254,3716,1,0.5662090980034752,1,23,3.2054794520547945,959.78,29,9,3,7,1.0,3.0,10,5.0,1,3.0,4.0,1,20220731.0,20221119.0,20230307.0
255,3717,0,0.3435049034109173,0,23,2.408219178082192,363.02,31,6,3,2,2.0,3.0,10,4.0,0,1.0,3.0,1,20230518.0,20230101.0,20220822.0
256,3718,1,0.6684001267332352,1,23,4.389041095890411,325.7,75,6,3,3,4.0,3.0,10,1.0,3,1.0,2.0,1,20210525.0,20221005.0,20230502.0
257,3719,0,0.3425174581809245,0,23,3.23013698630137,727.75,75,21,3,8,3.0,1.0,10,1.0,2,2.0,3.0,0,20220722.0,20221127.0,20221008.0
258,3720,0,0.4417400070596333,0,23,6.397260273972603,845.21,61,6,3,6,3.0,5.0,10,2.0,4,1.0,2.0,2,20190523.0,20230515.0,20220923.0
259,3721,0,0.27077377528676794,0,22,5.671232876712328,327.82,60,7,3,4,2.0,5.0,10,5.0,1,4.0,4.0,3,20200212.0,20230207.0,20221222.0
260,3722,1,0.5751651870568892,1,22,5.66027397260274,512.55,73,6,3,5,2.0,5.0,10,1.0,4,5.0,1.0,1,20200216.0,20230601.0,20230115.0
261,3723,0,0.30034152242133094,1,22,3.4602739726027396,457.17,50,23,3,0,3.0,4.0,10,2.0,0,1.0,1.0,1,20220429.0,20230618.0,20220906.0
262,3724,0,0.35128295148295996,1,22,6.013698630136986,573.33,50,6,3,1,4.0,5.0,10,1.0,0,2.0,4.0,0,20191010.0,20230204.0,20230628.0
263,3725,0,0.36266978652485826,0,22,6.523287671232877,135.18,64,0,3,7,1.0,3.0,10,4.0,0,3.0,3.0,3,20190407.0,20230517.0,20230523.0
264,3726,1,0.48471686824809224,0,22,5.254794520547946,911.12,25,9,3,2,4.0,1.0,10,1.0,3,4.0,3.0,1,20200713.0,20221001.0,20230113.0
265,3727,0,0.3239485813369877,0,22,4.134246575342465,693.8,76,6,3,3,3.0,5.0,10,1.0,3,2.0,5.0,0,20210826.0,20221011.0,20230502.0
266,3728,0,0.30156687979284685,0,22,3.808219178082192,419.79,54,19,3,8,5.0,2.0,10,5.0,2,1.0,5.0,0,20211223.0,20230418.0,20230710.0
267,3729,0,0.2166060799356214,0,22,2.8493150684931505,693.56,79,23,3,0,3.0,3.0,10,4.0,3,5.0,1.0,0,20221208.0,20230319.0,20221212.0
268,3730,0,0.3023788246547443,0,22,3.736986301369863,161.47,57,7,3,1,4.0,5.0,10,4.0,1,5.0,1.0,3,20220118.0,20230220.0,20220829.0
269,3731,0,0.3849453916477006,0,22,5.627397260273972,773.63,22,6,3,2,3.0,1.0,10,2.0,2,4.0,5.0,2,20200228.0,20230411.0,20230502.0
270,3732,0,0.4019202136756535,0,22,5.372602739726028,695.42,66,6,3,3,5.0,4.0,10,3.0,1,4.0,5.0,3,20200531.0,20221212.0,20221209.0
271,3734,0,0.28190530170381434,0,22,6.608219178082192,702.69,55,20,3,5,3.0,2.0,10,4.0,4,5.0,2.0,0,20190307.0,20230731.0,20230305.0
272,3735,0,0.18675692166561078,0,22,6.380821917808219,473.1,56,22,3,6,1.0,4.0,10,4.0,4,4.0,1.0,1,20190529.0,20230203.0,20221025.0
273,3736,0,0.2515698492199175,0,22,4.989041095890411,119.82,44,23,3,7,2.0,3.0,10,3.0,3,1.0,2.0,1,20201018.0,20220914.0,20221025.0
274,3737,0,0.3769615597093565,0,22,6.904109589041096,157.8,72,13,3,8,5.0,1.0,10,2.0,2,5.0,1.0,0,20181119.0,20220909.0,20221117.0
275,3738,1,0.44652465398799956,1,23,3.4986301369863013,791.98,22,9,3,7,3.0,5.0,10,3.0,2,3.0,3.0,3,20220415.0,20220919.0,20220901.0
276,3739,1,0.6403964730103159,1,23,7.142465753424657,752.97,67,6,3,2,3.0,4.0,10,1.0,0,3.0,5.0,0,20180824.0,20230523.0,20220819.0
277,3740,0,0.4195782895491948,1,23,2.9972602739726026,916.21,21,13,3,3,4.0,4.0,10,2.0,3,2.0,5.0,2,20221015.0,20230623.0,20220911.0
278,3741,1,0.5882039028874292,1,23,2.627397260273973,751.04,75,6,3,8,1.0,4.0,10,2.0,2,5.0,2.0,3,20230227.0,20220901.0,20221005.0
279,3742,0,0.35210452608901166,0,23,4.06027397260274,620.63,40,6,3,6,2.0,1.0,10,2.0,0,1.0,3.0,1,20210922.0,20230107.0,20230422.0
280,3743,0,0.21186956618535357,0,22,5.375342465753425,439.3,70,9,3,9,2.0,3.0,10,2.0,1,1.0,3.0,1,20200530.0,20220811.0,20221117.0
281,3744,0,0.3592309888230739,0,22,5.090410958904109,716.39,56,0,3,4,5.0,2.0,10,4.0,0,3.0,1.0,3,20200911.0,20220905.0,20230523.0
282,3745,1,0.6074170165925054,1,22,6.375342465753425,300.33,41,9,3,5,4.0,4.0,10,5.0,0,4.0,5.0,2,20190531.0,20230113.0,20221011.0
283,3746,1,0.4542228002644594,0,22,5.254794520547946,337.15,51,18,3,0,3.0,5.0,10,2.0,1,1.0,3.0,3,20200713.0,20221106.0,20230222.0
284,3747,1,0.5181736459460663,1,22,4.095890410958904,725.6,77,20,3,1,2.0,5.0,10,2.0,1,5.0,5.0,3,20210909.0,20230426.0,20221018.0
285,3748,0,0.1962224896699539,0,22,6.526027397260274,588.88,50,9,3,7,1.0,3.0,10,4.0,3,1.0,5.0,1,20190406.0,20221118.0,20221223.0
286,3749,0,0.36553849369746827,0,22,4.657534246575342,742.98,36,15,3,2,4.0,3.0,10,1.0,3,3.0,4.0,1,20210216.0,20230401.0,20220928.0
287,3750,0,0.2624160526497224,0,22,5.657534246575342,283.05,65,4,3,3,1.0,5.0,10,4.0,1,1.0,5.0,2,20200217.0,20221207.0,20220927.0
288,3751,0,0.3756776208966147,0,22,3.9972602739726026,511.13,49,0,3,8,3.0,4.0,10,1.0,3,1.0,4.0,2,20211015.0,20230405.0,20221110.0
289,3752,0,0.22955446475858782,0,22,3.2739726027397262,158.86,68,4,3,6,2.0,5.0,10,3.0,4,1.0,1.0,0,20220706.0,20230804.0,20230531.0
290,3753,0,0.4277793199878992,0,22,6.6136986301369864,741.95,60,15,3,9,4.0,2.0,10,1.0,4,3.0,1.0,2,20190305.0,20230223.0,20220919.0
291,3754,0,0.22904694415413002,0,22,5.367123287671233,132.52,42,14,3,4,1.0,5.0,10,3.0,1,3.0,4.0,1,20200602.0,20230423.0,20230308.0
292,3756,0,0.44351947516451856,0,22,4.391780821917808,521.51,77,6,3,0,3.0,3.0,10,1.0,2,5.0,4.0,1,20210524.0,20221123.0,20230327.0
293,3758,1,0.569180552597438,1,22,2.9095890410958902,917.17,76,4,3,7,3.0,1.0,10,2.0,3,1.0,4.0,0,20221116.0,20221004.0,20230116.0
294,3759,0,0.19486813563114083,0,22,3.4547945205479453,790.71,64,24,3,2,1.0,1.0,10,3.0,1,4.0,2.0,1,20220501.0,20221128.0,20220811.0
295,3760,0,0.4245713986652092,0,22,4.13972602739726,680.48,61,9,3,3,3.0,1.0,10,4.0,3,3.0,1.0,3,20210824.0,20221028.0,20221128.0
296,3761,0,0.32757921943774126,0,23,2.3123287671232875,947.57,36,11,3,1,1.0,1.0,10,2.0,1,4.0,1.0,1,20230622.0,20230530.0,20220818.0
297,3762,0,0.3253231012094529,0,23,5.241095890410959,594.61,71,4,3,7,2.0,1.0,10,2.0,1,1.0,2.0,0,20200718.0,20220806.0,20230615.0
298,3763,1,0.5918964705970189,1,23,2.7534246575342465,775.59,73,8,3,2,3.0,5.0,10,3.0,4,2.0,1.0,3,20230112.0,20230709.0,20221113.0
299,3764,1,0.5021284182939509,0,23,3.6575342465753424,239.16,27,11,3,3,3.0,5.0,10,2.0,1,1.0,2.0,2,20220216.0,20230711.0,20220830.0
300,3765,0,0.3769880976824052,0,23,3.115068493150685,275.94,53,24,3,8,3.0,2.0,10,1.0,2,1.0,5.0,3,20220902.0,20230102.0,20221125.0
301,3766,0,0.30831284490659444,0,23,6.698630136986301,466.32,76,24,3,6,3.0,5.0,10,4.0,1,4.0,4.0,3,20190202.0,20230512.0,20230327.0
302,3767,0,0.337812433603411,1,22,4.134246575342465,840.46,28,9,3,8,2.0,3.0,10,2.0,1,5.0,4.0,0,20210826.0,20230709.0,20221012.0
303,3768,0,0.4353012265528541,0,22,4.786301369863014,145.76,29,2,3,7,4.0,1.0,10,2.0,1,4.0,3.0,0,20201231.0,20230127.0,20230104.0
304,3769,0,0.3959882120883576,0,22,4.838356164383562,647.7,68,7,3,6,3.0,3.0,10,3.0,0,5.0,2.0,1,20201212.0,20220925.0,20221012.0
305,3770,0,0.38592813258402586,1,22,3.750684931506849,536.2,27,0,3,5,3.0,3.0,10,1.0,0,3.0,2.0,1,20220113.0,20230506.0,20230705.0
306,3771,1,0.5976594347776052,1,22,4.720547945205479,769.97,40,9,3,4,3.0,4.0,10,2.0,0,2.0,5.0,1,20210124.0,20220925.0,20230326.0
307,3772,1,0.45291999242521847,0,22,3.6794520547945204,894.66,56,4,3,3,3.0,1.0,10,2.0,0,5.0,1.0,0,20220208.0,20220910.0,20230101.0
308,3773,1,0.6417612038877007,1,22,5.008219178082192,374.02,48,4,3,2,3.0,2.0,10,1.0,2,5.0,2.0,0,20201011.0,20221016.0,20221115.0
309,3774,0,0.358214207598047,0,22,6.32054794520548,569.42,21,4,3,1,3.0,1.0,10,5.0,1,3.0,5.0,2,20190620.0,20230411.0,20230204.0
310,3775,0,0.4170233957933787,0,22,4.254794520547946,172.82,41,6,3,0,3.0,3.0,10,2.0,3,1.0,1.0,3,20210713.0,20230415.0,20221114.0
311,3776,0,0.28688111360536217,0,22,4.0,585.84,41,10,3,9,3.0,5.0,10,4.0,1,1.0,4.0,1,20211014.0,20221213.0,20230205.0
312,3777,0,0.30893736568142116,0,22,3.9287671232876713,759.38,55,0,3,8,3.0,2.0,10,4.0,1,3.0,1.0,2,20211109.0,20221028.0,20221013.0
313,3778,0,0.21030610731308055,0,22,2.5342465753424657,341.74,31,23,3,7,3.0,3.0,10,1.0,3,5.0,5.0,1,20230402.0,20230206.0,20220913.0
314,3782,1,0.6268151210371591,1,22,6.602739726027397,506.4,35,6,3,3,3.0,1.0,10,1.0,0,5.0,5.0,3,20190309.0,20230719.0,20221211.0
315,3783,0,0.4100025212822603,0,22,5.432876712328767,851.24,58,7,3,2,3.0,3.0,10,3.0,0,4.0,5.0,0,20200509.0,20230307.0,20230125.0
316,3784,0,0.34527598357293987,0,22,3.1671232876712327,671.12,24,19,3,1,3.0,2.0,10,3.0,4,3.0,2.0,2,20220814.0,20230304.0,20221012.0
317,3785,0,0.4128372039521287,0,23,3.736986301369863,257.8,45,14,3,5,3.0,2.0,10,3.0,1,2.0,1.0,0,20220118.0,20230505.0,20221001.0
318,3786,1,0.7038065387321555,1,23,4.3123287671232875,280.06,59,6,3,6,3.0,2.0,10,3.0,1,4.0,4.0,0,20210622.0,20221229.0,20230417.0
319,3787,0,0.38994026975247054,1,23,2.734246575342466,140.03,51,11,3,7,3.0,1.0,10,1.0,4,2.0,4.0,3,20230119.0,20230306.0,20230426.0
320,3788,1,0.5383630306835391,1,23,2.410958904109589,796.95,47,6,3,8,3.0,2.0,10,3.0,1,4.0,2.0,1,20230517.0,20230505.0,20230321.0
321,3789,0,0.287809532997696,0,23,5.353424657534247,997.38,43,23,3,9,3.0,4.0,10,3.0,3,1.0,1.0,3,20200607.0,20220925.0,20221026.0
322,3790,0,0.23597664490492584,0,23,2.271232876712329,676.95,61,24,3,6,3.0,1.0,10,3.0,2,2.0,2.0,2,20230707.0,20230731.0,20230318.0
323,3791,0,0.37503932426713854,0,22,5.5479452054794525,348.89,42,8,3,9,3.0,1.0,10,4.0,0,1.0,2.0,0,20200328.0,20220907.0,20230212.0
324,3792,0,0.3840392529051102,0,22,6.397260273972603,385.62,21,4,3,4,3.0,2.0,10,2.0,4,2.0,1.0,1,20190523.0,20220925.0,20220909.0
325,3793,0,0.40468905530893984,0,22,6.487671232876712,552.67,67,9,3,5,3.0,3.0,10,2.0,0,3.0,2.0,1,20190420.0,20230515.0,20221124.0
326,3794,0,0.36177857015227893,0,22,7.098630136986301,645.11,22,9,3,0,5.0,3.0,10,1.0,0,1.0,2.0,3,20180909.0,20221205.0,20230417.0
