employee_id,training_program_name,training_date,training_type,training_outcome,training_duration_days,training_cost,training_date_key
3866,Customer Service,2022-12-04,Internal,Incomplete,4,993.08,20221204.0
3867,Communication Skills,2022-09-07,External,Failed,4,540.57,20220907.0
3868,Project Management,2022-09-27,Internal,Completed,3,272.58,20220927.0
3869,Project Management,2023-03-19,External,Completed,2,905.51,20230319.0
3870,Technical Skills,2023-03-10,External,Completed,1,919.25,20230310.0
3871,Technical Skills,2023-04-15,External,Completed,5,979.98,20230415.0
3872,Communication Skills,2023-02-26,Internal,Completed,3,499.86,20230226.0
3873,Project Management,2023-03-10,Internal,Completed,3,598.22,20230310.0
3874,Project Management,2022-10-03,External,Passed,2,421.93,20221003.0
3875,Leadership Development,2023-06-10,External,Incomplete,2,860.22,20230610.0
3876,Leadership Development,2022-11-10,External,Failed,1,946.23,20221110.0
3877,Communication Skills,2023-06-04,External,Passed,1,888.55,20230604.0
3878,Customer Service,2022-12-28,Internal,Passed,5,749.69,20221228.0
3879,Project Management,2023-04-11,Internal,Incomplete,2,613.95,20230411.0
3880,Communication Skills,2022-09-25,Internal,Completed,3,934.92,20220925.0
3881,Project Management,2022-10-25,External,Failed,3,170.61,20221025.0
3882,Customer Service,2023-06-02,Internal,Completed,2,654.09,20230602.0
3883,Communication Skills,2023-07-05,Internal,Incomplete,2,842.6,20230705.0
3884,Customer Service,2022-09-17,External,Passed,1,789.88,20220917.0
3885,Communication Skills,2022-08-19,External,Failed,2,324.81,20220819.0
3886,Technical Skills,2022-11-28,External,Passed,4,298.1,20221128.0
3889,Technical Skills,2023-08-02,External,Incomplete,1,292.8,20230802.0
3890,Project Management,2023-01-08,External,Completed,4,596.62,20230108.0
3891,Leadership Development,2023-04-08,External,Passed,5,774.74,20230408.0
3892,Technical Skills,2022-10-10,External,Completed,5,894.59,20221010.0
3893,Leadership Development,2022-09-16,External,Failed,1,242.36,20220916.0
3894,Leadership Development,2022-12-02,External,Failed,4,533.27,20221202.0
3895,Technical Skills,2023-04-22,External,Completed,1,983.77,20230422.0
3896,Technical Skills,2023-04-06,Internal,Passed,4,293.64,20230406.0
3897,Technical Skills,2023-08-04,Internal,Incomplete,3,380.61,20230804.0
3900,Technical Skills,2023-05-02,Internal,Passed,5,143.21,20230502.0
3901,Customer Service,2023-05-11,External,Failed,1,876.73,20230511.0
3902,Leadership Development,2023-01-11,External,Failed,4,768.05,20230111.0
3903,Communication Skills,2023-06-01,External,Incomplete,4,153.15,20230601.0
3904,Project Management,2023-06-17,External,Passed,5,339.73,20230617.0
3905,Project Management,2022-12-18,Internal,Failed,3,233.22,20221218.0
3906,Project Management,2023-02-19,Internal,Completed,2,735.44,20230219.0
3907,Technical Skills,2022-12-06,External,Incomplete,3,281.7,20221206.0
3908,Project Management,2022-09-20,External,Failed,1,489.69,20220920.0
3909,Project Management,2023-01-04,Internal,Failed,4,436.23,20230104.0
3910,Leadership Development,2023-05-07,External,Incomplete,5,248.85,20230507.0
3911,Customer Service,2022-09-09,External,Failed,5,395.22,20220909.0
3914,Leadership Development,2023-02-24,Internal,Failed,1,559.86,20230224.0
3915,Leadership Development,2023-04-01,External,Completed,2,602.21,20230401.0
3916,Communication Skills,2023-03-16,External,Passed,4,343.6,20230316.0
3917,Project Management,2023-03-28,Internal,Failed,3,328.89,20230328.0
3918,Communication Skills,2022-10-10,External,Completed,3,701.83,20221010.0
3919,Customer Service,2023-07-28,External,Completed,5,229.03,20230728.0
3920,Customer Service,2023-06-04,Internal,Failed,3,809.39,20230604.0
3921,Customer Service,2023-06-04,External,Completed,5,393.54,20230604.0
3922,Communication Skills,2023-03-18,External,Incomplete,1,629.74,20230318.0
3923,Project Management,2022-12-27,External,Failed,2,378.39,20221227.0
3924,Customer Service,2022-09-08,External,Passed,2,715.98,20220908.0
3926,Customer Service,2023-07-25,Internal,Incomplete,2,449.35,20230725.0
3927,Customer Service,2023-03-05,External,Completed,2,878.67,20230305.0
3928,Leadership Development,2022-09-11,Internal,Failed,1,799.99,20220911.0
3929,Technical Skills,2023-07-11,Internal,Failed,3,617.52,20230711.0
3930,Leadership Development,2023-05-30,External,Failed,5,522.86,20230530.0
3931,Customer Service,2022-11-12,External,Failed,5,685.82,20221112.0
3932,Technical Skills,2023-02-27,Internal,Completed,5,898.93,20230227.0
3933,Communication Skills,2022-08-23,Internal,Incomplete,1,559.55,20220823.0
3934,Project Management,2023-02-16,Internal,Completed,5,219.78,20230216.0
3935,Customer Service,2023-07-16,Internal,Passed,5,223.6,20230716.0
3936,Communication Skills,2023-05-14,Internal,Completed,4,283.29,20230514.0
3937,Communication Skills,2023-04-02,Internal,Completed,2,935.28,20230402.0
3938,Technical Skills,2023-07-30,External,Completed,2,892.83,20230730.0
3939,Technical Skills,2023-05-18,Internal,Passed,4,318.19,20230518.0
3940,Project Management,2022-08-11,External,Failed,5,305.31,20220811.0
3941,Project Management,2022-09-13,External,Incomplete,5,756.43,20220913.0
3942,Customer Service,2023-01-28,External,Completed,5,940.22,20230128.0
3943,Communication Skills,2023-05-15,External,Failed,3,282.37,20230515.0
3944,Technical Skills,2022-08-19,External,Completed,1,627.14,20220819.0
3945,Communication Skills,2022-08-29,External,Incomplete,2,864.5,20220829.0
3946,Leadership Development,2023-07-15,External,Passed,4,981.64,20230715.0
3947,Project Management,2023-01-14,Internal,Failed,3,456.02,20230114.0
3948,Leadership Development,2023-04-02,External,Passed,5,350.68,20230402.0
3950,Technical Skills,2023-04-22,Internal,Completed,2,119.24,20230422.0
3951,Project Management,2023-04-08,Internal,Completed,5,532.41,20230408.0
3952,Project Management,2023-07-16,External,Incomplete,5,625.95,20230716.0
3953,Customer Service,2023-05-31,Internal,Passed,2,779.08,20230531.0
3954,Leadership Development,2023-05-11,External,Completed,1,497.09,20230511.0
3955,Technical Skills,2023-03-14,External,Failed,1,762.36,20230314.0
3956,Customer Service,2022-10-21,External,Failed,4,611.15,20221021.0
3957,Communication Skills,2023-06-22,Internal,Passed,3,724.95,20230622.0
3958,Technical Skills,2022-12-21,Internal,Completed,5,332.9,20221221.0
3959,Communication Skills,2023-01-30,Internal,Incomplete,5,116.9,20230130.0
3960,Communication Skills,2023-03-19,External,Completed,1,430.46,20230319.0
3961,Leadership Development,2023-02-05,Internal,Passed,5,881.61,20230205.0
3962,Customer Service,2022-11-04,Internal,Failed,3,454.92,20221104.0
3963,Customer Service,2023-04-15,External,Completed,2,381.88,20230415.0
3965,Technical Skills,2023-06-20,Internal,Completed,4,198.58,20230620.0
3967,Customer Service,2023-05-16,External,Failed,4,683.96,20230516.0
3968,Technical Skills,2022-12-02,External,Completed,3,891.63,20221202.0
3969,Technical Skills,2023-03-01,Internal,Failed,4,701.87,20230301.0
3970,Technical Skills,2023-02-25,Internal,Incomplete,4,216.73,20230225.0
3971,Project Management,2022-08-16,External,Passed,5,482.47,20220816.0
3972,Leadership Development,2023-04-25,External,Incomplete,5,853.57,20230425.0
3973,Leadership Development,2022-11-14,Internal,Passed,1,202.97,20221114.0
3974,Communication Skills,2023-04-27,Internal,Passed,1,487.4,20230427.0
3975,Leadership Development,2023-05-08,External,Completed,2,669.81,20230508.0
3976,Leadership Development,2023-04-22,Internal,Completed,1,645.02,20230422.0
3977,Technical Skills,2022-10-13,External,Completed,2,157.4,20221013.0
3978,Project Management,2023-05-15,External,Failed,1,131.98,20230515.0
3980,Communication Skills,2023-07-27,External,Incomplete,1,695.56,20230727.0
3981,Communication Skills,2022-12-22,External,Passed,2,869.96,20221222.0
3982,Technical Skills,2022-12-09,Internal,Completed,1,189.91,20221209.0
3983,Project Management,2023-07-24,External,Failed,5,407.96,20230724.0
3984,Communication Skills,2022-08-07,Internal,Incomplete,1,202.91,20220807.0
3985,Communication Skills,2022-10-16,Internal,Passed,4,956.95,20221016.0
3986,Technical Skills,2022-10-15,External,Passed,5,813.03,20221015.0
3987,Project Management,2022-08-24,External,Passed,1,962.54,20220824.0
3989,Communication Skills,2023-01-22,Internal,Passed,5,866.51,20230122.0
3991,Customer Service,2022-09-19,Internal,Completed,4,716.52,20220919.0
3992,Project Management,2022-09-13,External,Completed,3,323.25,20220913.0
3993,Communication Skills,2023-01-27,Internal,Failed,2,229.0,20230127.0
3994,Customer Service,2023-02-11,Internal,Failed,1,861.91,20230211.0
3995,Project Management,2022-12-23,External,Incomplete,3,803.73,20221223.0
3996,Customer Service,2023-01-09,Internal,Failed,2,808.51,20230109.0
3997,Project Management,2022-09-19,External,Failed,4,629.16,20220919.0
3998,Customer Service,2022-09-26,External,Completed,1,994.09,20220926.0
3999,Leadership Development,2023-07-02,Internal,Incomplete,5,477.78,20230702.0
4000,Leadership Development,2022-10-06,Internal,Completed,4,951.27,20221006.0
1001,Customer Service,2022-09-21,Internal,Failed,4,510.83,20220921.0
1002,Leadership Development,2023-07-19,Internal,Failed,2,582.37,20230719.0
1003,Technical Skills,2023-02-24,Internal,Incomplete,4,777.06,20230224.0
1004,Customer Service,2023-01-12,Internal,Completed,2,824.3,20230112.0
1005,Communication Skills,2023-05-12,External,Passed,4,145.99,20230512.0
1006,Project Management,2023-05-08,Internal,Failed,2,838.07,20230508.0
1007,Leadership Development,2023-05-14,External,Failed,2,667.32,20230514.0
1008,Technical Skills,2023-08-02,External,Incomplete,2,758.18,20230802.0
1009,Customer Service,2022-08-21,Internal,Incomplete,2,101.21,20220821.0
1010,Communication Skills,2022-08-19,External,Incomplete,5,332.25,20220819.0
1011,Communication Skills,2022-11-06,Internal,Completed,1,803.98,20221106.0
1012,Technical Skills,2023-03-28,External,Failed,3,887.08,20230328.0
1013,Project Management,2023-04-08,External,Incomplete,2,657.85,20230408.0
1014,Customer Service,2023-02-21,External,Incomplete,2,895.49,20230221.0
1015,Leadership Development,2023-05-13,External,Passed,1,539.0,20230513.0
1016,Communication Skills,2023-04-30,External,Completed,2,606.68,20230430.0
1017,Technical Skills,2022-11-14,External,Passed,3,265.73,20221114.0
1018,Project Management,2023-03-25,Internal,Incomplete,2,673.29,20230325.0
1019,Project Management,2022-10-26,External,Passed,5,436.98,20221026.0
1020,Technical Skills,2022-12-30,External,Passed,4,578.58,20221230.0
1021,Technical Skills,2023-03-10,Internal,Failed,1,647.16,20230310.0
1022,Project Management,2023-01-12,Internal,Failed,1,664.23,20230112.0
1023,Project Management,2022-10-19,Internal,Failed,4,893.07,20221019.0
1024,Project Management,2022-10-11,External,Completed,5,868.98,20221011.0
1025,Project Management,2023-01-13,Internal,Incomplete,5,761.95,20230113.0
1026,Communication Skills,2023-04-17,External,Incomplete,4,431.57,20230417.0
1027,Communication Skills,2023-03-16,External,Incomplete,4,357.57,20230316.0
1028,Technical Skills,2023-01-19,Internal,Incomplete,3,804.06,20230119.0
1029,Project Management,2023-02-25,Internal,Failed,5,729.41,20230225.0
1030,Communication Skills,2023-01-04,Internal,Completed,1,169.46,20230104.0
1031,Communication Skills,2022-12-26,Internal,Failed,1,833.28,20221226.0
1032,Technical Skills,2022-12-07,External,Completed,3,482.23,20221207.0
1033,Communication Skills,2023-06-20,Internal,Incomplete,4,169.85,20230620.0
1034,Leadership Development,2022-11-10,Internal,Failed,1,570.62,20221110.0
1035,Communication Skills,2023-03-11,Internal,Completed,2,724.14,20230311.0
1036,Customer Service,2022-12-10,External,Failed,3,305.98,20221210.0
1037,Leadership Development,2022-10-25,Internal,Failed,2,646.76,20221025.0
1038,Customer Service,2023-07-28,External,Failed,2,516.89,20230728.0
1039,Customer Service,2023-01-24,External,Passed,5,520.41,20230124.0
1040,Technical Skills,2022-12-01,Internal,Completed,5,712.84,20221201.0
1041,Customer Service,2023-03-07,Internal,Completed,3,871.12,20230307.0
1042,Project Management,2022-10-05,Internal,Passed,1,228.11,20221005.0
1043,Communication Skills,2022-08-10,External,Completed,2,289.93,20220810.0
1044,Technical Skills,2022-09-13,External,Incomplete,4,920.78,20220913.0
1045,Customer Service,2023-06-11,External,Completed,2,690.41,20230611.0
1046,Leadership Development,2023-07-28,Internal,Failed,2,211.39,20230728.0
1047,Project Management,2022-11-27,Internal,Passed,2,606.63,20221127.0
1048,Leadership Development,2022-12-02,Internal,Completed,5,503.99,20221202.0
1049,Leadership Development,2022-11-20,Internal,Completed,2,518.54,20221120.0
1050,Customer Service,2023-08-03,Internal,Completed,1,846.43,20230803.0
1051,Leadership Development,2022-10-13,Internal,Passed,3,572.94,20221013.0
1052,Communication Skills,2022-10-25,Internal,Incomplete,4,234.76,20221025.0
1053,Communication Skills,2022-12-19,External,Passed,4,704.7,20221219.0
1054,Technical Skills,2022-11-04,External,Failed,3,533.97,20221104.0
1055,Customer Service,2022-11-15,Internal,Passed,2,125.7,20221115.0
1056,Leadership Development,2023-02-16,Internal,Completed,2,442.06,20230216.0
1057,Project Management,2022-10-23,Internal,Failed,4,649.23,20221023.0
1058,Project Management,2023-04-01,External,Incomplete,1,855.67,20230401.0
1059,Technical Skills,2022-09-16,Internal,Incomplete,3,256.82,20220916.0
1060,Project Management,2022-09-06,Internal,Completed,1,770.84,20220906.0
1061,Project Management,2023-08-01,Internal,Incomplete,2,862.33,20230801.0
1062,Technical Skills,2022-11-27,Internal,Failed,5,702.84,20221127.0
1063,Technical Skills,2022-10-15,Internal,Completed,1,523.82,20221015.0
1064,Leadership Development,2022-10-06,External,Passed,1,819.86,20221006.0
1065,Technical Skills,2022-12-09,External,Passed,4,486.01,20221209.0
1066,Communication Skills,2023-06-14,Internal,Completed,5,769.42,20230614.0
1067,Project Management,2023-06-24,External,Completed,5,857.65,20230624.0
1068,Communication Skills,2022-11-06,External,Completed,1,238.27,20221106.0
1069,Communication Skills,2022-08-22,Internal,Failed,5,886.06,20220822.0
1070,Technical Skills,2023-01-14,Internal,Failed,1,943.8,20230114.0
1071,Communication Skills,2023-03-16,Internal,Completed,5,234.26,20230316.0
1072,Technical Skills,2023-05-19,Internal,Passed,5,179.91,20230519.0
1073,Project Management,2022-10-03,Internal,Failed,4,306.3,20221003.0
1074,Project Management,2023-07-07,Internal,Passed,5,103.42,20230707.0
1075,Project Management,2023-05-16,Internal,Passed,4,573.29,20230516.0
1076,Technical Skills,2022-11-07,External,Incomplete,4,619.61,20221107.0
1077,Project Management,2022-12-21,Internal,Incomplete,1,947.17,20221221.0
1078,Project Management,2023-03-24,External,Passed,1,597.64,20230324.0
1079,Communication Skills,2023-04-15,External,Incomplete,5,861.1,20230415.0
1080,Customer Service,2023-04-22,External,Passed,4,199.14,20230422.0
1081,Communication Skills,2023-06-05,External,Failed,3,526.08,20230605.0
1082,Customer Service,2023-04-22,External,Incomplete,5,662.15,20230422.0
1083,Project Management,2022-11-18,External,Completed,4,869.89,20221118.0
1084,Leadership Development,2022-12-17,External,Completed,3,295.4,20221217.0
1085,Customer Service,2022-11-01,External,Passed,5,993.13,20221101.0
1086,Leadership Development,2023-07-15,External,Completed,2,641.69,20230715.0
1087,Technical Skills,2023-05-10,Internal,Incomplete,5,197.34,20230510.0
1088,Leadership Development,2023-05-17,External,Failed,2,235.15,20230517.0
1089,Technical Skills,2023-05-27,Internal,Passed,2,697.28,20230527.0
1090,Communication Skills,2023-03-21,External,Completed,1,910.33,20230321.0
1091,Customer Service,2022-10-20,Internal,Incomplete,2,213.91,20221020.0
1092,Communication Skills,2022-09-20,Internal,Completed,5,971.46,20220920.0
1093,Customer Service,2023-07-07,External,Failed,5,995.52,20230707.0
1094,Communication Skills,2022-08-18,Internal,Failed,4,161.4,20220818.0
1095,Customer Service,2022-08-17,Internal,Passed,4,715.87,20220817.0
1096,Technical Skills,2022-09-25,External,Incomplete,5,778.25,20220925.0
1097,Customer Service,2022-08-11,Internal,Completed,1,609.5,20220811.0
1098,Leadership Development,2023-05-13,External,Failed,5,666.67,20230513.0
1099,Project Management,2022-10-30,External,Incomplete,5,797.05,20221030.0
1100,Communication Skills,2023-02-25,External,Completed,3,518.56,20230225.0
1101,Communication Skills,2023-03-31,Internal,Passed,5,426.82,20230331.0
1102,Project Management,2022-12-31,External,Failed,2,150.04,20221231.0
1103,Leadership Development,2023-07-05,External,Passed,3,308.21,20230705.0
1104,Communication Skills,2022-08-11,Internal,Completed,4,766.77,20220811.0
